text,intent
guru please run routine quickly,START_ROUTINE
please do this run routine,START_ROUTINE
could you run routine for me,START_ROUTINE
hey guru run routine quickly,START_ROUTINE
hey guru run routine,START_ROUTINE
run routine immediately,START_ROUTINE
guru run routine,START_ROUTINE
hey run routine,START_ROUTINE
hey run routine immediately,START_ROUTINE
hey guru run routine for me,START_ROUTINE
guru run routine quickly,START_ROUTINE
guru please run routine,START_ROUTINE
guru run routine please,START_ROUTINE
can you run routine please,START_ROUTINE
would you run routine please,START_ROUTINE
guru please run routine for me,START_ROUTINE
guru run routine immediately,START_ROUTINE
guru run routine for me,START_ROUTINE
run routine,START_ROUTINE
can you run routine,START_ROUTINE
could you run routine immediately,START_ROUTINE
would you run routine right now,START_ROUTINE
please run routine quickly,START_ROUTINE
guru run routine right now,START_ROUTINE
guru please run routine please,START_ROUTINE
please run routine right now,START_ROUTINE
would you run routine quickly,START_ROUTINE
please run routine for me,START_ROUTINE
can you run routine immediately,START_ROUTINE
could you run routine quickly,START_ROUTINE
listen guru run routine,START_ROUTINE
hey guru run routine please,START_ROUTINE
listen guru run routine immediately,START_ROUTINE
please run routine please,START_ROUTINE
would you run routine immediately,START_ROUTINE
could you run routine right now,START_ROUTINE
listen guru run routine right now,START_ROUTINE
please run routine,START_ROUTINE
could you run routine please,START_ROUTINE
guru please stop routine please,STOP_ROUTINE
guru please stop routine for me,STOP_ROUTINE
could you stop routine immediately,STOP_ROUTINE
can you stop routine right now,STOP_ROUTINE
can you stop routine immediately,STOP_ROUTINE
can you stop routine quickly,STOP_ROUTINE
could you stop routine,STOP_ROUTINE
would you stop routine immediately,STOP_ROUTINE
listen guru stop routine immediately,STOP_ROUTINE
can you help me stop routine,STOP_ROUTINE
hey stop routine for me,STOP_ROUTINE
guru stop routine right now,STOP_ROUTINE
guru stop routine,STOP_ROUTINE
hey guru stop routine,STOP_ROUTINE
could you stop routine right now,STOP_ROUTINE
hey stop routine,STOP_ROUTINE
stop routine,STOP_ROUTINE
stop routine for me,STOP_ROUTINE
please stop routine,STOP_ROUTINE
hey guru stop routine please,STOP_ROUTINE
guru stop routine quickly,STOP_ROUTINE
listen guru stop routine right now,STOP_ROUTINE
would you stop routine quickly,STOP_ROUTINE
would you stop routine,STOP_ROUTINE
hey stop routine right now,STOP_ROUTINE
could you stop routine quickly,STOP_ROUTINE
please stop routine please,STOP_ROUTINE
guru please stop routine quickly,STOP_ROUTINE
can you stop routine,STOP_ROUTINE
can you stop routine please,STOP_ROUTINE
hey stop routine immediately,STOP_ROUTINE
listen guru stop routine for me,STOP_ROUTINE
hey guru stop routine for me,STOP_ROUTINE
guru please stop routine immediately,STOP_ROUTINE
guru stop routine please,STOP_ROUTINE
please stop routine quickly,STOP_ROUTINE
guru stop routine immediately,STOP_ROUTINE
stop routine quickly,STOP_ROUTINE
would you stop routine right now,STOP_ROUTINE
could you stop routine for me,STOP_ROUTINE
guru stop routine for me,STOP_ROUTINE
hey guru stop routine immediately,STOP_ROUTINE
stop routine please,STOP_ROUTINE
please stop routine for me,STOP_ROUTINE
could you stop routine please,STOP_ROUTINE
hey stop routine quickly,STOP_ROUTINE
stop routine right now,STOP_ROUTINE
hey stop routine please,STOP_ROUTINE
listen guru stop routine,STOP_ROUTINE
hey guru stop routine right now,STOP_ROUTINE
please stop routine immediately,STOP_ROUTINE
would you stop routine please,STOP_ROUTINE
guru please stop routine right now,STOP_ROUTINE
stop routine immediately,STOP_ROUTINE
can you stop routine for me,STOP_ROUTINE
would you stop routine for me,STOP_ROUTINE
guru please stop routine,STOP_ROUTINE
please stop routine right now,STOP_ROUTINE
listen guru stop routine please,STOP_ROUTINE
hey guru stop routine quickly,STOP_ROUTINE
listen guru stop routine quickly,STOP_ROUTINE
could you cancel routine quickly,STOP_ROUTINE
hey guru cancel routine quickly,STOP_ROUTINE
hey guru cancel routine immediately,STOP_ROUTINE
please cancel routine for me,STOP_ROUTINE
guru cancel routine quickly,STOP_ROUTINE
can you cancel routine immediately,STOP_ROUTINE
cancel routine immediately,STOP_ROUTINE
would you cancel routine right now,STOP_ROUTINE
hey guru cancel routine,STOP_ROUTINE
guru please cancel routine for me,STOP_ROUTINE
guru please cancel routine quickly,STOP_ROUTINE
listen guru cancel routine please,STOP_ROUTINE
hey cancel routine for me,STOP_ROUTINE
guru cancel routine,STOP_ROUTINE
hey cancel routine please,STOP_ROUTINE
could you cancel routine,STOP_ROUTINE
guru cancel routine please,STOP_ROUTINE
hey guru cancel routine for me,STOP_ROUTINE
guru please cancel routine right now,STOP_ROUTINE
listen guru cancel routine right now,STOP_ROUTINE
could you cancel routine immediately,STOP_ROUTINE
could you cancel routine for me,STOP_ROUTINE
listen guru cancel routine quickly,STOP_ROUTINE
please cancel routine please,STOP_ROUTINE
would you cancel routine quickly,STOP_ROUTINE
beta cancel routine,STOP_ROUTINE
would you cancel routine please,STOP_ROUTINE
could you cancel routine right now,STOP_ROUTINE
hey cancel routine quickly,STOP_ROUTINE
cancel routine for me,STOP_ROUTINE
cancel routine please,STOP_ROUTINE
would you cancel routine immediately,STOP_ROUTINE
hey cancel routine right now,STOP_ROUTINE
hey guru cancel routine please,STOP_ROUTINE
please cancel routine right now,STOP_ROUTINE
cancel routine quickly,STOP_ROUTINE
can you cancel routine right now,STOP_ROUTINE
guru cancel routine right now,STOP_ROUTINE
would you cancel routine,STOP_ROUTINE
hey cancel routine,STOP_ROUTINE
can you cancel routine for me,STOP_ROUTINE
please cancel routine,STOP_ROUTINE
listen guru cancel routine,STOP_ROUTINE
listen guru cancel routine immediately,STOP_ROUTINE
guru please cancel routine,STOP_ROUTINE
cancel routine right now,STOP_ROUTINE
can you cancel routine quickly,STOP_ROUTINE
guru cancel routine immediately,STOP_ROUTINE
hey guru cancel routine right now,STOP_ROUTINE
please cancel routine quickly,STOP_ROUTINE
listen guru cancel routine for me,STOP_ROUTINE
guru cancel routine for me,STOP_ROUTINE
cancel routine,STOP_ROUTINE
could you cancel routine please,STOP_ROUTINE
would you cancel routine for me,STOP_ROUTINE
guru please cancel routine please,STOP_ROUTINE
please cancel routine immediately,STOP_ROUTINE
can you cancel routine,STOP_ROUTINE
guru please cancel routine immediately,STOP_ROUTINE
hey cancel routine immediately,STOP_ROUTINE
can you cancel routine please,STOP_ROUTINE
could you end routine please,STOP_ROUTINE
guru please end routine immediately,STOP_ROUTINE
hey guru end routine,STOP_ROUTINE
can you help me end routine,STOP_ROUTINE
hey guru end routine please,STOP_ROUTINE
end routine quickly,STOP_ROUTINE
listen guru end routine for me,STOP_ROUTINE
can you end routine quickly,STOP_ROUTINE
could you end routine for me,STOP_ROUTINE
can you end routine right now,STOP_ROUTINE
hey end routine for me,STOP_ROUTINE
guru please end routine,STOP_ROUTINE
guru end routine please,STOP_ROUTINE
hey end routine please,STOP_ROUTINE
guru please end routine right now,STOP_ROUTINE
would you end routine right now,STOP_ROUTINE
hey end routine immediately,STOP_ROUTINE
hey guru end routine immediately,STOP_ROUTINE
listen guru end routine,STOP_ROUTINE
listen guru end routine right now,STOP_ROUTINE
guru end routine immediately,STOP_ROUTINE
guru end routine quickly,STOP_ROUTINE
hey end routine right now,STOP_ROUTINE
would you end routine for me,STOP_ROUTINE
end routine for me,STOP_ROUTINE
guru please end routine please,STOP_ROUTINE
please end routine immediately,STOP_ROUTINE
could you end routine,STOP_ROUTINE
could you end routine quickly,STOP_ROUTINE
please end routine please,STOP_ROUTINE
end routine,STOP_ROUTINE
guru please end routine for me,STOP_ROUTINE
please end routine quickly,STOP_ROUTINE
end routine please,STOP_ROUTINE
can you end routine immediately,STOP_ROUTINE
would you end routine please,STOP_ROUTINE
listen guru end routine please,STOP_ROUTINE
end routine immediately,STOP_ROUTINE
please end routine right now,STOP_ROUTINE
guru end routine,STOP_ROUTINE
can you end routine,STOP_ROUTINE
guru please end routine quickly,STOP_ROUTINE
hey end routine quickly,STOP_ROUTINE
hey guru end routine right now,STOP_ROUTINE
guru end routine for me,STOP_ROUTINE
would you end routine quickly,STOP_ROUTINE
hey guru end routine quickly,STOP_ROUTINE
guru end routine right now,STOP_ROUTINE
can you end routine for me,STOP_ROUTINE
listen guru end routine immediately,STOP_ROUTINE
please end routine,STOP_ROUTINE
would you end routine immediately,STOP_ROUTINE
could you end routine immediately,STOP_ROUTINE
would you end routine,STOP_ROUTINE
end routine right now,STOP_ROUTINE
could you end routine right now,STOP_ROUTINE
please end routine for me,STOP_ROUTINE
hey guru end routine for me,STOP_ROUTINE
can you end routine please,STOP_ROUTINE
hey end routine,STOP_ROUTINE
listen guru end routine quickly,STOP_ROUTINE
guru please i feel sad please,EMOTION_SUPPORT
i feel sad quickly,EMOTION_SUPPORT
would you i feel sad immediately,EMOTION_SUPPORT
guru please i feel sad immediately,EMOTION_SUPPORT
hey guru i feel sad right now,EMOTION_SUPPORT
hey guru i feel sad quickly,EMOTION_SUPPORT
guru please i feel sad right now,EMOTION_SUPPORT
listen guru i feel sad quickly,EMOTION_SUPPORT
guru i feel sad,EMOTION_SUPPORT
guru i feel sad for me,EMOTION_SUPPORT
could you i feel sad for me,EMOTION_SUPPORT
hey i feel sad immediately,EMOTION_SUPPORT
hey guru i feel sad please,EMOTION_SUPPORT
can you i feel sad please,EMOTION_SUPPORT
listen guru i feel sad for me,EMOTION_SUPPORT
can you i feel sad immediately,EMOTION_SUPPORT
guru i feel sad immediately,EMOTION_SUPPORT
i feel sad immediately,EMOTION_SUPPORT
beta i feel sad,EMOTION_SUPPORT
guru i feel sad right now,EMOTION_SUPPORT
could you i feel sad right now,EMOTION_SUPPORT
would you i feel sad please,EMOTION_SUPPORT
hey i feel sad please,EMOTION_SUPPORT
listen guru i feel sad immediately,EMOTION_SUPPORT
i feel sad right now,EMOTION_SUPPORT
i feel sad please,EMOTION_SUPPORT
could you i feel sad,EMOTION_SUPPORT
could you i feel sad quickly,EMOTION_SUPPORT
would you i feel sad,EMOTION_SUPPORT
guru please i feel sad,EMOTION_SUPPORT
guru i feel sad please,EMOTION_SUPPORT
can you i feel sad quickly,EMOTION_SUPPORT
would you i feel sad right now,EMOTION_SUPPORT
please i feel sad,EMOTION_SUPPORT
hey i feel sad quickly,EMOTION_SUPPORT
please i feel sad immediately,EMOTION_SUPPORT
listen guru i feel sad right now,EMOTION_SUPPORT
please i feel sad please,EMOTION_SUPPORT
would you i feel sad for me,EMOTION_SUPPORT
i feel sad,EMOTION_SUPPORT
please i feel sad right now,EMOTION_SUPPORT
can you i feel sad for me,EMOTION_SUPPORT
guru please i feel sad quickly,EMOTION_SUPPORT
can you i feel sad right now,EMOTION_SUPPORT
could you i feel sad immediately,EMOTION_SUPPORT
hey i feel sad right now,EMOTION_SUPPORT
listen guru i feel sad please,EMOTION_SUPPORT
guru please i feel sad for me,EMOTION_SUPPORT
please i feel sad for me,EMOTION_SUPPORT
hey guru i feel sad for me,EMOTION_SUPPORT
hey i feel sad for me,EMOTION_SUPPORT
guru i feel sad quickly,EMOTION_SUPPORT
please i feel sad quickly,EMOTION_SUPPORT
can you i feel sad,EMOTION_SUPPORT
listen guru i feel sad,EMOTION_SUPPORT
hey guru i feel sad,EMOTION_SUPPORT
could you i feel sad please,EMOTION_SUPPORT
would you i feel sad quickly,EMOTION_SUPPORT
hey i feel sad,EMOTION_SUPPORT
i feel sad for me,EMOTION_SUPPORT
hey guru i feel sad immediately,EMOTION_SUPPORT
would you i am stressed please,EMOTION_SUPPORT
i am stressed please,EMOTION_SUPPORT
listen guru i am stressed right now,EMOTION_SUPPORT
would you i am stressed right now,EMOTION_SUPPORT
i am stressed right now,EMOTION_SUPPORT
can you i am stressed quickly,EMOTION_SUPPORT
i am stressed quickly,EMOTION_SUPPORT
guru please i am stressed please,EMOTION_SUPPORT
guru please i am stressed right now,EMOTION_SUPPORT
guru please i am stressed for me,EMOTION_SUPPORT
hey i am stressed please,EMOTION_SUPPORT
could you i am stressed please,EMOTION_SUPPORT
guru please i am stressed immediately,EMOTION_SUPPORT
can you i am stressed,EMOTION_SUPPORT
guru i am stressed right now,EMOTION_SUPPORT
would you i am stressed,EMOTION_SUPPORT
can you i am stressed please,EMOTION_SUPPORT
guru i am stressed,EMOTION_SUPPORT
please i am stressed quickly,EMOTION_SUPPORT
listen guru i am stressed,EMOTION_SUPPORT
could you i am stressed right now,EMOTION_SUPPORT
could you i am stressed for me,EMOTION_SUPPORT
hey i am stressed immediately,EMOTION_SUPPORT
would you i am stressed for me,EMOTION_SUPPORT
please i am stressed for me,EMOTION_SUPPORT
can you i am stressed for me,EMOTION_SUPPORT
could you i am stressed immediately,EMOTION_SUPPORT
i am stressed for me,EMOTION_SUPPORT
can you i am stressed right now,EMOTION_SUPPORT
hey guru i am stressed quickly,EMOTION_SUPPORT
please i am stressed immediately,EMOTION_SUPPORT
guru i am stressed please,EMOTION_SUPPORT
hey guru i am stressed please,EMOTION_SUPPORT
could you i am stressed quickly,EMOTION_SUPPORT
can you i am stressed immediately,EMOTION_SUPPORT
hey i am stressed quickly,EMOTION_SUPPORT
